EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,ExperienceGap,AvgExperiencePerCompany,AgeGroup,PerformanceCategory,TenureCategory
1039,0.6904761904761905,1,1,1,0,1,2,0.14285714285714285,1.0,1.0,0.17142857142857143,0.6666666666666667,1.0,0.6666666666666667,0.4444444444444444,0,0.0,0.3333333333333333,0.525,0.3333333333333333,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.058823529411764705,0,0.5,0.5454545454545454,0.13125,3,2,1
1040,0.21428571428571425,1,2,1,5,13,0,0.0,0.0,0.6666666666666667,0.6142857142857143,0.6666666666666667,0.25,0.3333333333333333,0.0,1,0.1428571428571428,1.0,0.15000000000000002,0.0,0.6666666666666667,0.125,0.2222222222222222,0.06666666666666667,0.23529411764705882,0,0.5,0.030303030303030304,0.15000000000000002,1,2,1
1041,0.5952380952380951,0,1,1,1,2,2,0.2142857142857143,0.5,0.6666666666666667,0.18571428571428567,0.6666666666666667,0.5,0.0,0.8888888888888888,0,0.3571428571428571,0.0,0.25,0.16666666666666666,0.3333333333333333,0.025,0.0,0.0,0.0,0,0.5,0.2727272727272727,0.03125,2,2,3
1042,0.6428571428571428,1,4,1,1,3,2,0.25,0.75,1.0,0.6428571428571428,0.6666666666666667,0.25,1.0,1.0,0,0.2142857142857143,0.0,0.30000000000000004,0.5,0.6666666666666667,0.25,0.5,0.6,0.47058823529411764,0,0.5,0.06060606060606061,0.03333333333333333,2,2,2
1043,0.5238095238095237,1,3,1,5,13,2,0.0,0.25,0.3333333333333333,0.38571428571428573,0.0,0.25,1.0,0.2222222222222222,1,0.7857142857142857,0.6666666666666667,0.15000000000000002,0.3333333333333333,0.3333333333333333,0.1,0.16666666666666666,0.0,0.11764705882352941,0,0.5,0.06060606060606061,0.07500000000000001,2,2,1
1044,0.2619047619047619,1,4,1,1,3,2,0.25,0.75,0.3333333333333333,0.6714285714285713,0.0,0.0,0.0,0.1111111111111111,1,0.0,1.0,0.17500000000000002,0.6666666666666666,0.3333333333333333,0.17500000000000002,0.38888888888888884,0.0,0.4117647058823529,1,0.5,0.0,0.17500000000000002,1,2,2
1045,0.28571428571428564,0,2,0,5,13,2,0.14285714285714285,0.5,1.0,0.0,0.3333333333333333,0.25,0.6666666666666667,0.1111111111111111,0,0.1428571428571428,0.6666666666666667,0.25,0.3333333333333333,0.6666666666666667,0.25,0.5,0.06666666666666667,0.11764705882352941,0,0.5,0.0,0.25,1,2,2
1046,0.21428571428571425,0,2,1,5,13,2,0.25,0.75,0.3333333333333333,0.3714285714285714,0.6666666666666667,0.25,0.3333333333333333,0.1111111111111111,0,0.4999999999999999,0.0,0.2,0.5,0.6666666666666667,0.2,0.38888888888888884,0.0,0.4117647058823529,0,0.5,0.0,0.2,1,2,2
1047,0.4523809523809524,1,3,0,1,2,2,0.14285714285714285,0.25,1.0,0.4428571428571429,0.6666666666666667,0.25,1.0,0.7777777777777777,0,0.3571428571428571,0.6666666666666667,0.2,0.3333333333333333,0.3333333333333333,0.15000000000000002,0.1111111111111111,0.0,0.23529411764705882,0,0.5,0.06060606060606061,0.02857142857142857,2,2,2
1048,0.4761904761904761,1,1,0,1,3,2,0.5,0.25,0.6666666666666667,0.8857142857142857,0.3333333333333333,0.5,1.0,0.0,1,0.2142857142857143,0.3333333333333333,0.30000000000000004,0.5,0.6666666666666667,0.275,0.5555555555555556,0.13333333333333333,0.5294117647058824,0,0.5,0.030303030303030304,0.30000000000000004,2,2,0
1049,0.3095238095238095,0,3,2,1,2,2,0.2142857142857143,0.75,0.6666666666666667,0.12857142857142861,0.6666666666666667,0.5,1.0,0.1111111111111111,1,0.2142857142857143,0.6666666666666667,0.275,0.3333333333333333,0.3333333333333333,0.275,0.5,0.26666666666666666,0.5882352941176471,0,0.5,0.0,0.275,1,2,0
1050,0.2619047619047619,0,2,0,5,13,2,0.3214285714285714,0.0,1.0,0.12857142857142861,0.3333333333333333,0.25,0.3333333333333333,0.1111111111111111,1,0.2142857142857143,0.0,0.17500000000000002,0.3333333333333333,0.6666666666666667,0.17500000000000002,0.38888888888888884,0.06666666666666667,0.4117647058823529,0,0.5,0.0,0.17500000000000002,1,2,2
1051,0.4047619047619047,1,5,2,1,2,2,0.14285714285714285,0.75,0.6666666666666667,0.45714285714285713,0.6666666666666667,0.5,0.3333333333333333,0.0,0,0.1428571428571428,1.0,0.42500000000000004,0.8333333333333333,0.6666666666666667,0.4,0.3333333333333333,0.0,0.7647058823529411,0,0.5,0.030303030303030304,0.42500000000000004,1,2,0
1052,0.5476190476190477,1,3,2,1,3,2,0.17857142857142855,0.5,1.0,0.9285714285714286,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,1,0.2857142857142857,1.0,0.2,0.5,0.6666666666666667,0.125,0.2222222222222222,0.06666666666666667,0.11764705882352941,0,0.5,0.09090909090909091,0.03333333333333333,2,2,1
1053,0.6904761904761905,1,3,2,5,14,1,0.10714285714285714,0.0,0.3333333333333333,0.9857142857142855,0.6666666666666667,0.25,0.6666666666666667,0.3333333333333333,0,0.5714285714285713,0.0,0.125,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0,0.5,0.15151515151515152,0.04166666666666667,3,2,4
1054,0.5714285714285714,0,1,2,1,3,2,0.7857142857142857,1.0,0.0,0.2,0.6666666666666667,0.75,1.0,0.2222222222222222,0,0.2142857142857143,0.3333333333333333,0.4,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0,0,0.5,0.4545454545454546,0.2,2,2,3
1055,0.2619047619047619,1,1,1,5,13,0,0.03571428571428571,0.5,1.0,0.4428571428571429,0.6666666666666667,0.25,0.6666666666666667,0.1111111111111111,0,0.2142857142857143,0.0,0.1,0.5,0.3333333333333333,0.1,0.16666666666666666,0.0,0.11764705882352941,0,0.5,0.0,0.1,1,2,1
1056,0.5714285714285714,1,5,0,3,6,2,0.03571428571428571,0.0,0.6666666666666667,0.31428571428571433,0.6666666666666667,0.0,0.6666666666666667,0.0,1,0.0,0.6666666666666667,0.1,0.8333333333333333,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.0,0,0.5,0.030303030303030304,0.1,2,2,1
1057,0.4523809523809524,1,3,0,1,2,2,0.17857142857142855,0.5,0.6666666666666667,0.3,1.0,0.25,0.0,0.4444444444444444,1,0.1428571428571428,0.0,0.325,0.3333333333333333,0.6666666666666667,0.17500000000000002,0.38888888888888884,0.4,0.4117647058823529,0,0.5,0.18181818181818182,0.08125,2,2,2
1058,0.19047619047619052,1,1,1,5,13,2,0.0,0.5,0.6666666666666667,0.38571428571428573,0.6666666666666667,0.25,0.6666666666666667,0.1111111111111111,0,0.4285714285714285,0.3333333333333333,0.2,0.5,0.6666666666666667,0.2,0.38888888888888884,0.4666666666666667,0.4117647058823529,0,0.5,0.0,0.2,1,2,2
1059,0.07142857142857145,0,5,2,5,14,1,0.0,0.0,0.0,0.9857142857142855,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,1,0.0,0.6666666666666667,0.07500000000000001,0.5,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,1,0.0,0.0,0.07500000000000001,0,1,1
1060,0.42857142857142855,0,3,2,5,13,0,0.0,1.0,1.0,0.21428571428571425,0.6666666666666667,0.25,1.0,0.4444444444444444,0,0.2857142857142857,0.3333333333333333,0.17500000000000002,1.0,0.6666666666666667,0.025,0.0,0.0,0.0,0,0.5,0.18181818181818182,0.043750000000000004,2,2,3
1061,0.42857142857142855,1,3,1,5,13,1,0.07142857142857142,0.75,0.0,0.2571428571428572,0.3333333333333333,0.5,1.0,0.4444444444444444,0,0.0,0.0,0.4,0.3333333333333333,0.6666666666666667,0.325,0.5,0.06666666666666667,0.7058823529411764,0,0.0,0.09090909090909091,0.1,2,1,0
1062,0.9285714285714284,1,3,1,1,3,2,0.0,0.75,1.0,0.8285714285714285,0.6666666666666667,0.25,0.6666666666666667,0.2222222222222222,0,0.0,0.6666666666666667,0.375,0.3333333333333333,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,0,0.5,0.36363636363636365,0.1875,3,2,1
1063,0.5238095238095237,0,1,1,1,2,2,0.3214285714285714,0.75,1.0,0.2285714285714286,1.0,0.0,0.6666666666666667,0.3333333333333333,1,0.1428571428571428,0.6666666666666667,0.25,0.5,0.6666666666666667,0.17500000000000002,0.38888888888888884,0.06666666666666667,0.4117647058823529,0,0.5,0.09090909090909091,0.08333333333333334,2,2,2
1064,0.07142857142857145,1,3,2,5,14,0,0.2857142857142857,0.25,0.0,0.12857142857142861,0.6666666666666667,0.0,1.0,0.1111111111111111,0,0.9285714285714285,0.6666666666666667,0.07500000000000001,0.5,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,0.0,0.0,0.07500000000000001,0,1,1
1065,0.5476190476190477,1,2,2,5,13,1,0.10714285714285714,0.5,0.0,0.3714285714285714,0.6666666666666667,0.25,0.3333333333333333,0.1111111111111111,0,0.4999999999999999,0.6666666666666667,0.2,0.8333333333333333,0.6666666666666667,0.2,0.38888888888888884,0.4666666666666667,0.4117647058823529,1,0.0,0.0,0.2,2,1,2
1066,0.5238095238095237,1,2,1,5,13,2,0.75,0.25,0.6666666666666667,0.5428571428571429,0.3333333333333333,0.25,0.6666666666666667,0.2222222222222222,1,0.0714285714285714,0.0,0.2,1.0,0.6666666666666667,0.15000000000000002,0.2222222222222222,0.06666666666666667,0.0,1,0.5,0.06060606060606061,0.1,2,2,2
1067,0.3095238095238095,1,1,2,1,3,2,0.2857142857142857,0.75,0.6666666666666667,0.17142857142857143,0.3333333333333333,0.0,0.3333333333333333,0.0,1,0.3571428571428571,1.0,0.07500000000000001,0.8333333333333333,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,0.5,0.030303030303030304,0.07500000000000001,1,2,3
1068,0.07142857142857145,0,1,2,5,14,2,0.39285714285714285,0.5,0.6666666666666667,0.857142857142857,1.0,0.0,0.3333333333333333,0.1111111111111111,0,0.2857142857142857,1.0,0.025,0.0,0.6666666666666667,0.025,0.0,0.0,0.0,1,0.5,0.0,0.025,0,2,3
1069,0.2619047619047619,1,1,2,1,2,2,0.7857142857142857,0.5,1.0,0.3428571428571428,0.6666666666666667,0.0,1.0,1.0,0,0.3571428571428571,1.0,0.15000000000000002,0.6666666666666666,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,0,0.5,0.09090909090909091,0.016666666666666666,1,2,1
1070,0.4047619047619047,1,1,2,1,3,2,0.2857142857142857,0.75,0.6666666666666667,0.9571428571428571,0.3333333333333333,0.25,0.3333333333333333,1.0,0,0.5714285714285713,0.6666666666666667,0.25,0.8333333333333333,0.6666666666666667,0.025,0.05555555555555555,0.0,0.0,0,0.5,0.2727272727272727,0.02777777777777778,1,2,3
1071,0.21428571428571425,1,3,0,0,1,2,0.0,0.25,1.0,0.7428571428571429,0.6666666666666667,0.0,0.3333333333333333,0.1111111111111111,0,0.0,0.3333333333333333,0.125,0.3333333333333333,0.6666666666666667,0.125,0.1111111111111111,0.0,0.23529411764705882,0,0.5,0.0,0.125,1,2,1
1072,0.23809523809523808,1,1,2,5,13,2,0.2857142857142857,0.75,0.3333333333333333,0.8857142857142857,0.6666666666666667,0.25,1.0,0.1111111111111111,0,0.3571428571428571,1.0,0.17500000000000002,0.16666666666666666,0.6666666666666667,0.17500000000000002,0.2777777777777778,0.0,0.4117647058823529,0,0.5,0.0,0.17500000000000002,1,2,2
1073,0.7380952380952379,1,4,2,1,2,2,0.2142857142857143,0.5,0.3333333333333333,0.01428571428571429,0.3333333333333333,0.5,0.6666666666666667,0.8888888888888888,0,0.9285714285714285,0.6666666666666667,0.65,0.3333333333333333,0.6666666666666667,0.125,0.1111111111111111,0.0,0.0,0,0.5,0.6363636363636364,0.08125,3,2,1
1074,0.7857142857142856,0,1,1,5,13,2,0.4642857142857143,0.25,0.6666666666666667,0.8142857142857143,0.6666666666666667,0.25,1.0,0.4444444444444444,0,0.0,0.6666666666666667,0.45,0.3333333333333333,0.3333333333333333,0.17500000000000002,0.38888888888888884,0.0,0.4117647058823529,0,0.5,0.33333333333333337,0.1125,3,2,2
1075,0.42857142857142855,0,1,1,1,3,2,0.03571428571428571,0.5,1.0,0.9428571428571428,0.6666666666666667,0.0,0.6666666666666667,0.4444444444444444,0,0.1428571428571428,0.3333333333333333,0.15000000000000002,0.5,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,0.5,0.12121212121212122,0.037500000000000006,2,2,3
1076,0.380952380952381,1,2,2,5,13,0,0.6428571428571428,0.5,0.0,0.5285714285714285,1.0,0.25,1.0,0.8888888888888888,1,0.1428571428571428,0.3333333333333333,0.225,0.5,0.3333333333333333,0.125,0.1111111111111111,0.0,0.23529411764705882,1,0.5,0.12121212121212122,0.028125,1,2,1
1077,0.8809523809523809,0,1,2,1,2,2,0.03571428571428571,0.5,0.6666666666666667,0.9571428571428571,0.6666666666666667,0.75,1.0,0.2222222222222222,1,0.1428571428571428,0.6666666666666667,0.75,0.3333333333333333,0.6666666666666667,0.125,0.2222222222222222,0.06666666666666667,0.11764705882352941,0,0.5,0.7575757575757576,0.375,3,2,1
1078,0.28571428571428564,1,5,1,5,14,2,0.03571428571428571,0.0,0.6666666666666667,0.5999999999999999,0.6666666666666667,0.0,0.3333333333333333,0.1111111111111111,0,0.4999999999999999,0.0,0.025,0.5,0.6666666666666667,0.025,0.0,0.0,0.0,0,0.5,0.0,0.025,1,2,3
1079,0.19047619047619052,1,5,2,1,3,1,0.07142857142857142,0.0,0.6666666666666667,0.6142857142857143,0.6666666666666667,0.0,0.0,0.0,0,0.7857142857142857,0.6666666666666667,0.17500000000000002,0.3333333333333333,0.6666666666666667,0.15000000000000002,0.2222222222222222,0.0,0.23529411764705882,1,1.0,0.030303030303030304,0.17500000000000002,1,0,2
1080,0.09523809523809518,0,3,1,1,3,2,0.35714285714285715,0.5,0.0,0.18571428571428567,0.6666666666666667,0.0,0.3333333333333333,0.1111111111111111,0,0.1428571428571428,1.0,0.05,0.16666666666666666,0.6666666666666667,0.05,0.05555555555555555,0.06666666666666667,0.11764705882352941,0,0.5,0.0,0.05,0,2,3
1081,0.42857142857142855,1,3,1,5,13,2,0.03571428571428571,0.25,0.3333333333333333,0.4428571428571429,0.3333333333333333,0.5,0.6666666666666667,0.1111111111111111,0,0.1428571428571428,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666667,0.25,0.5,0.6,0.0,0,0.0,0.0,0.25,2,1,2
1082,0.28571428571428564,1,5,2,1,3,1,0.10714285714285714,0.5,0.6666666666666667,0.14285714285714285,0.6666666666666667,0.0,1.0,1.0,1,0.8571428571428571,0.6666666666666667,0.07500000000000001,0.6666666666666666,0.6666666666666667,0.025,0.0,0.0,0.0,1,1.0,0.06060606060606061,0.008333333333333333,1,0,3
1083,0.4523809523809524,0,1,0,1,2,2,0.4642857142857143,0.5,1.0,0.9285714285714286,0.6666666666666667,0.0,0.0,0.1111111111111111,0,0.0714285714285714,0.6666666666666667,0.45,0.3333333333333333,0.3333333333333333,0.45,0.38888888888888884,0.8,1.0,0,0.5,0.0,0.45,2,2,0
1084,0.5238095238095237,0,2,0,5,13,2,0.03571428571428571,0.25,1.0,0.2285714285714286,0.6666666666666667,0.25,0.3333333333333333,0.7777777777777777,0,0.0714285714285714,0.6666666666666667,0.2,0.8333333333333333,0.6666666666666667,0.125,0.2222222222222222,0.06666666666666667,0.1764705882352941,0,0.5,0.09090909090909091,0.02857142857142857,2,2,1
1085,0.4523809523809524,1,1,2,1,2,2,0.3214285714285714,0.75,0.6666666666666667,0.2714285714285714,0.6666666666666667,0.25,0.3333333333333333,0.2222222222222222,1,0.0714285714285714,1.0,0.45,0.3333333333333333,0.3333333333333333,0.025,0.0,0.0,0.058823529411764705,0,0.5,0.5151515151515151,0.225,2,2,3
1086,0.5952380952380951,1,1,0,1,3,2,0.39285714285714285,0.5,0.0,0.4142857142857143,0.3333333333333333,0.75,0.3333333333333333,0.1111111111111111,0,0.0,0.6666666666666667,0.625,0.5,0.6666666666666667,0.625,0.5555555555555556,0.2,0.5294117647058824,0,0.0,0.0,0.625,2,1,0
1087,0.5238095238095237,0,3,1,1,3,2,0.03571428571428571,0.5,0.3333333333333333,0.6857142857142857,0.3333333333333333,0.25,0.6666666666666667,0.6666666666666666,0,0.7857142857142857,0.3333333333333333,0.5,0.5,0.6666666666666667,0.025,0.0,0.0,0.0,0,1.0,0.5757575757575758,0.08333333333333334,2,0,3
1088,0.857142857142857,1,3,1,1,3,2,0.14285714285714285,0.25,0.0,0.7999999999999998,0.6666666666666667,1.0,0.0,0.4444444444444444,0,0.0,0.6666666666666667,0.6000000000000001,0.6666666666666666,0.3333333333333333,0.1,0.1111111111111111,0.06666666666666667,0.11764705882352941,0,0.5,0.6060606060606061,0.15000000000000002,3,2,1
1089,0.3095238095238095,0,3,1,1,3,2,0.2142857142857143,0.25,0.3333333333333333,0.01428571428571429,0.6666666666666667,0.25,0.0,0.1111111111111111,0,0.0714285714285714,0.3333333333333333,0.325,0.8333333333333333,0.0,0.325,0.5555555555555556,0.2,0.7058823529411764,0,0.5,0.0,0.325,1,2,0
1090,0.5952380952380951,1,3,1,1,3,1,0.7142857142857143,0.5,1.0,0.4428571428571429,0.6666666666666667,0.0,1.0,0.7777777777777777,0,0.6428571428571427,0.0,0.2,0.16666666666666666,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,0,1.0,0.15151515151515152,0.02857142857142857,2,0,1
1091,0.16666666666666669,0,1,2,5,13,2,0.10714285714285714,0.25,0.3333333333333333,0.9857142857142855,0.3333333333333333,0.25,1.0,0.1111111111111111,1,0.0,0.3333333333333333,0.125,0.5,0.6666666666666667,0.125,0.2222222222222222,0.06666666666666667,0.1764705882352941,0,0.0,0.0,0.125,0,1,1
1092,0.4523809523809524,0,3,1,1,15,0,0.8571428571428571,1.0,0.3333333333333333,0.5999999999999999,0.6666666666666667,0.25,0.6666666666666667,0.3333333333333333,1,0.2857142857142857,0.0,0.375,0.3333333333333333,0.6666666666666667,0.325,0.611111111111111,0.6666666666666666,0.4117647058823529,0,0.5,0.06060606060606061,0.125,2,2,0
1093,0.3095238095238095,1,1,1,1,3,2,0.0,0.25,1.0,0.9714285714285713,0.3333333333333333,0.0,0.0,0.1111111111111111,0,0.0714285714285714,0.6666666666666667,0.1,0.5,0.6666666666666667,0.1,0.1111111111111111,0.2,0.11764705882352941,0,0.5,0.0,0.1,1,2,1
1094,0.49999999999999994,1,1,0,1,15,1,0.0,0.0,0.3333333333333333,0.31428571428571433,0.6666666666666667,1.0,0.6666666666666667,0.1111111111111111,1,0.2142857142857143,0.6666666666666667,0.525,0.5,0.6666666666666667,0.525,0.4444444444444444,0.06666666666666667,0.3529411764705882,0,0.0,0.0,0.525,2,1,0
1095,0.28571428571428564,0,5,2,5,13,2,0.39285714285714285,0.5,0.3333333333333333,0.7571428571428571,0.6666666666666667,0.25,0.6666666666666667,0.0,0,0.0,0.3333333333333333,0.15000000000000002,1.0,0.6666666666666667,0.125,0.2222222222222222,0.26666666666666666,0.23529411764705882,0,0.0,0.030303030303030304,0.15000000000000002,1,1,1
1096,0.5476190476190477,1,2,1,5,13,2,0.0,0.5,0.3333333333333333,0.2714285714285714,1.0,0.5,0.0,0.1111111111111111,0,0.3571428571428571,0.6666666666666667,0.25,0.3333333333333333,0.6666666666666667,0.25,0.38888888888888884,0.0,0.4117647058823529,0,0.5,0.0,0.25,2,2,2
1097,0.23809523809523808,1,3,0,1,15,2,0.5714285714285714,0.25,0.6666666666666667,0.7,0.6666666666666667,0.25,0.0,0.1111111111111111,0,0.0714285714285714,1.0,0.25,0.3333333333333333,0.6666666666666667,0.25,0.0,0.06666666666666667,0.47058823529411764,0,0.5,0.0,0.25,1,2,2
1098,0.16666666666666669,1,3,1,1,3,2,0.07142857142857142,0.5,0.0,0.8714285714285714,0.6666666666666667,0.0,0.0,0.5555555555555556,0,0.1428571428571428,0.6666666666666667,0.15000000000000002,0.8333333333333333,0.6666666666666667,0.05,0.1111111111111111,0.0,0.11764705882352941,1,0.5,0.12121212121212122,0.03,0,2,3
1099,0.8095238095238095,1,3,1,1,3,2,0.07142857142857142,0.5,1.0,0.12857142857142861,0.3333333333333333,0.5,0.6666666666666667,0.2222222222222222,1,0.2142857142857143,0.6666666666666667,0.7000000000000001,0.6666666666666666,0.6666666666666667,0.125,0.2222222222222222,0.0,0.23529411764705882,0,0.5,0.696969696969697,0.35000000000000003,3,2,1
1100,0.6428571428571428,1,1,1,1,3,2,0.3214285714285714,0.25,0.0,0.5571428571428572,0.6666666666666667,0.0,1.0,0.3333333333333333,0,0.7142857142857143,1.0,0.2,0.5,0.3333333333333333,0.05,0.1111111111111111,0.0,0.11764705882352941,0,0.5,0.18181818181818182,0.06666666666666667,2,2,3
1101,0.8095238095238095,0,1,1,0,1,2,0.10714285714285714,0.25,1.0,0.0,0.6666666666666667,0.75,1.0,0.2222222222222222,0,0.1428571428571428,1.0,0.775,0.3333333333333333,0.0,0.125,0.1111111111111111,0.06666666666666667,0.23529411764705882,0,0.5,0.7878787878787878,0.3875,3,2,1
1102,0.5714285714285714,0,1,0,1,3,1,0.9999999999999999,0.25,0.0,0.8857142857142857,0.6666666666666667,0.25,0.6666666666666667,0.2222222222222222,0,0.0,0.3333333333333333,0.47500000000000003,0.5,0.6666666666666667,0.125,0.2222222222222222,0.0,0.11764705882352941,0,0.5,0.42424242424242425,0.23750000000000002,2,2,1
1103,0.28571428571428564,0,1,2,1,3,2,0.03571428571428571,0.5,0.6666666666666667,0.18571428571428567,0.0,0.25,1.0,0.2222222222222222,0,0.6428571428571427,0.6666666666666667,0.275,0.3333333333333333,0.6666666666666667,0.125,0.2222222222222222,0.0,0.11764705882352941,0,1.0,0.18181818181818182,0.1375,1,0,1
1104,0.9999999999999998,0,1,1,1,3,2,0.2142857142857143,0.5,0.0,0.1571428571428572,0.6666666666666667,1.0,0.0,0.5555555555555556,0,0.0,1.0,0.8250000000000001,0.8333333333333333,0.0,0.7250000000000001,0.4444444444444444,0.7333333333333333,0.5882352941176471,0,0.5,0.12121212121212122,0.165,3,2,0
1105,0.6666666666666665,0,3,0,0,1,2,0.6071428571428571,0.5,0.6666666666666667,0.8142857142857143,0.6666666666666667,0.25,0.6666666666666667,0.2222222222222222,0,0.2142857142857143,0.6666666666666667,0.47500000000000003,0.8333333333333333,0.3333333333333333,0.25,0.38888888888888884,0.0,0.47058823529411764,0,0.5,0.2727272727272727,0.23750000000000002,3,2,2
1106,0.14285714285714285,0,5,2,5,14,2,0.0,0.0,0.0,0.45714285714285713,0.6666666666666667,0.0,0.3333333333333333,0.1111111111111111,1,0.3571428571428571,0.3333333333333333,0.15000000000000002,0.6666666666666666,0.6666666666666667,0.125,0.16666666666666666,0.06666666666666667,0.23529411764705882,1,0.5,0.030303030303030304,0.15000000000000002,0,2,1
1107,0.380952380952381,0,2,0,5,14,1,0.17857142857142855,0.25,1.0,0.04285714285714287,0.0,0.0,0.6666666666666667,0.0,0,0.3571428571428571,1.0,0.07500000000000001,0.5,0.3333333333333333,0.05,0.1111111111111111,0.06666666666666667,0.0,1,0.5,0.030303030303030304,0.07500000000000001,1,2,3
1108,0.4761904761904761,1,1,1,0,1,1,0.03571428571428571,0.25,1.0,0.17142857142857143,0.6666666666666667,0.0,1.0,0.1111111111111111,1,0.8571428571428571,0.6666666666666667,0.025,0.5,0.6666666666666667,0.025,0.0,0.0,0.0,0,1.0,0.0,0.025,2,0,3
1109,0.5238095238095237,0,1,1,5,8,2,0.03571428571428571,0.75,0.6666666666666667,0.7,0.6666666666666667,1.0,0.6666666666666667,0.0,0,0.2142857142857143,1.0,0.525,0.3333333333333333,0.6666666666666667,0.5,0.8333333333333333,0.06666666666666667,0.7058823529411764,0,0.5,0.030303030303030304,0.525,2,2,0
1110,0.19047619047619052,0,1,0,1,15,2,0.7857142857142857,0.5,0.0,0.857142857142857,0.6666666666666667,0.0,1.0,0.1111111111111111,0,0.7857142857142857,0.3333333333333333,0.07500000000000001,0.5,0.0,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0,0.5,0.0,0.07500000000000001,1,2,1
1111,0.28571428571428564,1,1,1,1,15,0,0.07142857142857142,0.5,0.6666666666666667,0.32857142857142857,0.6666666666666667,0.0,1.0,0.4444444444444444,0,0.2857142857142857,0.6666666666666667,0.225,0.5,0.0,0.125,0.16666666666666666,0.06666666666666667,0.23529411764705882,0,0.5,0.12121212121212122,0.05625,1,2,1
1112,0.2619047619047619,1,3,1,1,3,2,0.07142857142857142,0.75,0.3333333333333333,0.8999999999999999,0.3333333333333333,0.5,0.6666666666666667,0.1111111111111111,0,0.4999999999999999,0.6666666666666667,0.25,0.3333333333333333,0.6666666666666667,0.25,0.1111111111111111,0.0,0.4117647058823529,0,0.5,0.0,0.25,1,2,2
1113,0.2619047619047619,0,5,1,1,3,2,0.8571428571428571,1.0,0.6666666666666667,0.5857142857142856,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,0,0.3571428571428571,0.3333333333333333,0.15000000000000002,0.3333333333333333,1.0,0.05,0.1111111111111111,0.06666666666666667,0.058823529411764705,1,0.5,0.12121212121212122,0.03,1,2,3
1114,0.02380952380952378,1,5,2,3,6,2,0.03571428571428571,0.25,0.0,0.31428571428571433,0.3333333333333333,0.0,1.0,0.1111111111111111,0,0.0714285714285714,0.6666666666666667,0.025,0.5,1.0,0.025,0.0,0.0,0.0,1,0.5,0.0,0.025,0,2,3
1115,0.28571428571428564,0,4,1,5,13,0,0.75,0.75,0.6666666666666667,0.5571428571428572,0.6666666666666667,0.5,0.0,0.0,0,0.0,0.6666666666666667,0.25,0.5,0.6666666666666667,0.225,0.4444444444444444,0.4666666666666667,0.47058823529411764,0,0.5,0.030303030303030304,0.25,1,2,2
1116,0.9285714285714284,1,2,0,5,8,2,0.9999999999999999,0.5,0.0,0.3714285714285714,0.3333333333333333,0.75,1.0,0.3333333333333333,0,0.0714285714285714,0.6666666666666667,0.8,0.5,0.3333333333333333,0.025,0.0,0.0,0.0,0,0.5,0.9393939393939394,0.26666666666666666,3,2,3
1117,0.7619047619047619,1,1,1,1,15,2,0.9999999999999999,0.75,0.3333333333333333,0.8285714285714285,0.3333333333333333,0.75,0.6666666666666667,0.0,0,0.2857142857142857,0.3333333333333333,0.7000000000000001,0.3333333333333333,0.6666666666666667,0.675,0.5555555555555556,1.0,0.4117647058823529,0,0.5,0.030303030303030304,0.7000000000000001,3,2,0
1118,0.6904761904761905,0,3,0,1,3,2,0.03571428571428571,0.25,0.0,0.49999999999999994,0.6666666666666667,0.25,1.0,0.5555555555555556,0,0.1428571428571428,0.6666666666666667,0.5,0.3333333333333333,0.6666666666666667,0.125,0.0,0.0,0.23529411764705882,0,0.5,0.4545454545454546,0.1,3,2,1
